doc_id,sample_idx,relevance,factuality,fkgl,smog,dale_chall
16,2,0.852057158946991,0.3585531711578369,10.679901121214794,13.300696905944577,11.388154112592332
17,0,0.84039705991745,0.20968791842460632,8.910409328891006,11.940051166278558,10.121573806124069
17,1,0.8510714769363403,0.1907060146331787,10.366650943396227,12.301794320304694,11.145964150943396
17,2,0.8432859182357788,0.09559942036867142,12.331655011655016,13.511582668593114,12.01646386946387
18,0,0.8094711899757385,0.2806079089641571,7.66799227799228,10.67777979627343,11.557959974259974
18,1,0.8299815058708191,0.32972392439842224,7.308363636363637,10.300263719432788,10.636460606060606
18,2,0.8087809681892395,0.24402660131454468,7.8218626482213445,10.300263719432788,9.917780912384718
19,0,0.8324201107025146,0.40318959951400757,9.748879629629634,12.645581978651563,14.158033333333334
19,1,0.8278476595878601,0.2385517954826355,9.573494284588097,12.507256851546224,11.191863184864014
19,2,0.8280074000358582,0.4307214021682739,10.547777262449994,13.334772702921104,11.531662838425417
20,0,0.8355050683021545,0.32015588879585266,10.34160254293263,12.67411722104261,11.385523293703216
20,1,0.8332228660583496,0.22828690707683563,11.122101520494883,13.223781272828777,12.111952263398278
20,2,0.8305183053016663,0.3439396023750305,8.640580270793038,10.98471626539197,9.804381108961959
21,0,0.8247647881507874,0.40235498547554016,9.075314009661838,10.768948354818004,9.689617948717949
21,1,0.8281139731407166,0.31428107619285583,8.900113962208664,11.025197808222421,9.91579972796118
21,2,0.8372073173522949,0.2761770188808441,9.486516166377246,12.00464349962824,10.46502554370297
22,0,0.8394455313682556,0.2534794509410858,8.413755200251863,10.938765700953898,10.05574899592975
22,1,0.8379977345466614,0.1931820660829544,7.599070616883118,10.584452764541059,9.277847402597402
22,2,0.8577273488044739,0.3255016803741455,8.960927968206658,11.3537233182604,11.048365881768504
23,0,0.8221254944801331,0.2805904746055603,10.899072859913197,12.695044712117777,12.609593003355188
23,1,0.8332933187484741,0.3373085856437683,13.248562559496715,14.554592549557764,13.676359956127644
23,2,0.8267922401428223,0.3706234097480774,9.137399037284819,11.670169846198839,10.88584931331756
24,0,0.8286228179931641,0.4107533395290375,10.281596638655461,11.99898127034404,11.158521008403362
24,1,0.8230464458465576,0.44928014278411865,14.849638708132066,16.074660963073352,12.287443287157172
24,2,0.8231856822967529,0.3039912283420563,14.044127272727273,15.124630588136114,11.808514545454546
25,0,0.8320075273513794,0.4749601185321808,12.834714795008914,14.291902434058311,12.933473567608862
25,1,0.8261440396308899,0.45917806029319763,11.857428108669744,13.583327674920312,11.402977450111543
25,2,0.8287740349769592,0.339185893535614,10.161304223335723,12.046042994302272,11.306926924361727
26,0,0.8195531964302063,0.45337027311325073,11.8848051948052,13.227904075235838,11.886069047619047
26,1,0.8234453797340393,0.2883874177932739,10.636944444444445,12.900945668950047,12.280555555555557
26,2,0.835910975933075,0.2901143729686737,9.731326701627289,11.796461614614365,10.21662808563551
27,0,0.8491378426551819,0.20730288326740265,10.977831893763558,13.143807745087333,11.974402956508504
27,1,0.8146301507949829,0.12276796996593475,9.702394831299355,11.684606823093532,10.349894716439339
27,2,0.8484548926353455,0.17308272421360016,11.997021276595746,14.295309363005046,11.49863311511184
28,0,0.8320412039756775,0.3197581470012665,11.747033831628638,13.609854557643306,11.34212762631273
28,1,0.8476933240890503,0.3496679961681366,12.582592592592594,14.586286071050196,10.552892592592592
28,2,0.8403747081756592,0.2863827049732208,12.815471594043025,14.437404912762126,12.173872035300606
29,0,0.8454482555389404,0.25716257095336914,11.429658914728684,13.975273743939425,12.565042945736435
29,1,0.8542144894599915,0.3280547559261322,12.72813567362429,13.3380643245848,11.240870588235294
29,2,0.8487340807914734,0.2797364294528961,11.648066298342545,13.914097093541208,11.340000481654625
30,0,0.8144816160202026,0.34414005279541016,6.834072580645163,9.776946690846593,9.363243369175628
30,1,0.8511295318603516,0.3297503590583801,12.852445302445307,15.374374764334775,12.526421492921493
30,2,0.8526973724365234,0.31321626901626587,11.30976041149664,13.754592242969519,13.639333533366422
31,0,0.8201945424079895,0.25478705763816833,7.656000507754804,10.886138598105594,12.231101144756279
31,1,0.8186269402503967,0.35737916827201843,11.448052351375335,13.683069776509608,12.184382283348123
31,2,0.8425138592720032,0.3638651669025421,10.284160672703752,13.056794566212236,10.89907279172057
32,0,0.8118966221809387,0.2783142328262329,10.965898611078803,13.269736995733812,10.703685668752762
32,1,0.8161296248435974,0.15504884719848633,8.371216437947492,11.176522617288718,9.09078293556086
32,2,0.8072477579116821,0.1904548555612564,10.206289131856835,12.557966407163583,11.17841669937389
33,0,0.8438630700111389,0.37713462114334106,10.17154234347895,12.827911418992354,11.516203874257478
33,1,0.8571362495422363,0.25928810238838196,11.414600399600403,13.74371610233738,11.326894938394938
33,2,0.8416123390197754,0.319737046957016,8.885287504974137,11.315629713498875,10.825952606446478
34,0,0.8265886902809143,0.31164902448654175,10.120278516228748,12.125541829968114,11.624212717156105
34,1,0.8485510945320129,0.4548274576663971,12.25486125154477,14.271661615168483,11.978464093922032
34,2,0.83712238073349,0.3429953455924988,10.232580542172172,12.546283357634294,12.265332344575377
35,0,0.854576587677002,0.5418512225151062,11.798241830065361,13.585142487480624,12.832193725490196
35,1,0.8410210609436035,0.323723703622818,10.563364254792827,11.610328684571591,10.644505875077304
35,2,0.8371787071228027,0.1755453199148178,6.054638282347856,9.369296265488625,8.560256588476921
36,0,0.8510032892227173,0.3173457086086273,14.324749642346209,16.573440645216312,12.815799350720809
36,1,0.8545405864715576,0.31058478355407715,12.077056322740159,14.647358558366854,12.560777681963458
36,2,0.8593360185623169,0.5040671229362488,15.30853146853147,17.152281768881014,13.114392773892774
37,0,0.8253294229507446,0.3582800328731537,8.77264826175869,10.775791032727817,11.714259850034084
37,1,0.8475940823554993,0.37672659754753113,13.346417112299466,15.155507165823956,12.480248128342247
37,2,0.8258134722709656,0.4398077130317688,10.075184202770412,13.023866798666859,11.616755270655272
38,0,0.8372840881347656,0.26458969712257385,12.857450980392159,14.36069132330972,11.187510030165914
38,1,0.8442675471305847,0.19957146048545837,10.883502109704644,12.80148409080202,9.324204922644164
38,2,0.851442813873291,0.22325700521469116,12.77765382014875,14.470270418902462,10.707870520622041
39,0,0.8499786257743835,0.2027108520269394,10.16597379851478,12.457975602129121,9.641493003596281
39,1,0.8482572436332703,0.43008720874786377,10.722382617912032,12.726211475160984,10.68094245186363
39,2,0.8426701426506042,0.31141865253448486,10.69544197607581,12.779513854388608,11.712930650924344
40,0,0.8414674997329712,0.19380392134189606,9.823104102184054,12.528080860013311,10.561070330005666
40,1,0.8315021991729736,0.2691355049610138,10.61180035650624,13.143085157132635,11.240966072489602
40,2,0.8490322232246399,0.32970094680786133,12.493059970413078,14.897776677167546,12.12519743200698
41,0,0.8570073246955872,0.3171570599079132,10.812396313364058,13.082589965836103,11.681116589861752
41,1,0.8597459197044373,0.4165498912334442,9.105733962057247,11.637413944714204,10.079173617721242
41,2,0.8529534935951233,0.2648736238479614,10.20137254901961,12.807730384052853,10.771672875816993
42,0,0.8438622355461121,0.2179090976715088,9.674525179856115,12.340626583579944,13.5841054676259
42,1,0.8313131928443909,0.4059284031391144,8.393175577312821,10.936826615709618,10.322660522935518
42,2,0.840966522693634,0.26165416836738586,11.93190155538695,13.5591,12.79950005058169
43,0,0.8534483313560486,0.2992628216743469,12.446241134751773,13.968273953766033,12.879694326241134
43,1,0.8400224447250366,0.1886999011039734,12.057075216450219,13.493707505834458,11.96278759018759
43,2,0.8527919054031372,0.19898691773414612,13.43731038396066,15.168198033930459,13.302007206355212
44,0,0.8338159918785095,0.2964889705181122,10.23429046563193,11.995994275388036,10.780148139935946
44,1,0.8494004011154175,0.49163058400154114,11.847244240772856,14.554592549557764,12.423454966559326
44,2,0.8283221125602722,0.19967243075370789,5.6543301435406725,8.896514948857735,8.832647883695252
45,0,0.8646625876426697,0.2558117210865021,13.04171264367816,13.593808914569323,12.548201264367817
45,1,0.8395642638206482,0.28705456852912903,10.905913913672538,12.719339214003902,11.439089631058597
45,2,0.8523431420326233,0.2273077517747879,10.602367814078423,12.505451102641153,12.092227996262883
46,0,0.8334220051765442,0.20665229856967926,11.833965517241381,13.160352788161607,12.704435632183909
46,1,0.826337993144989,0.24898865818977356,11.018964342250005,13.232200524728334,10.765474011966408
46,2,0.8437215685844421,0.28070247173309326,11.057943013604863,12.93819620955345,11.202059288097887
47,0,0.8233877420425415,0.3629809021949768,8.551182795698928,11.570972422632316,12.372383870967743
47,1,0.8349907994270325,0.3871091902256012,8.400751842751845,11.476622904949028,12.527179115479116
47,2,0.8330310583114624,0.42711207270622253,7.667699090658584,10.57184251766179,10.128696913750344
48,0,0.8330678343772888,0.40762263536453247,13.456653862569357,15.510045587327472,13.245606160193484
48,1,0.8435333967208862,0.20091521739959717,10.598150520175597,12.879409894740693,11.797853009802154
48,2,0.8292258381843567,0.342516154050827,10.360747954811064,12.560306366600816,12.380800999870146
49,0,0.8499389290809631,0.22569863498210907,9.317738651102463,11.917574213422942,10.540708249027238
49,1,0.8468625545501709,0.3256785273551941,9.66421931861505,12.182726743427317,12.129000384708696
49,2,0.8541858792304993,0.3466809093952179,10.682185965295211,12.888315644712439,11.338726028593255
