doc_id,sample_idx,relevance,factuality,fkgl,smog,dale_chall
0,0,0.8319506049156189,0.30727460980415344,10.584970038350914,12.785403640627713,11.629699424736337
0,1,0.8405616879463196,0.2858932316303253,9.339562289562291,11.979248473330827,10.721960381593714
0,2,0.8385234475135803,0.3666210174560547,10.090174265450862,12.221763196225844,10.14502969942587
1,0,0.8559823036193848,0.34112831950187683,11.20643801238079,13.975273743939425,11.935584490547098
1,1,0.8357830047607422,0.3141765892505646,8.995894095147026,11.503557708705301,10.597437795840307
1,2,0.8490080833435059,0.36749228835105896,11.516993973110804,13.697251714782801,12.313017249265958
2,0,0.8382464051246643,0.28631821274757385,11.86543904518329,14.07898031501,11.394669577396176
2,1,0.8368793725967407,0.35572320222854614,11.336143135616819,13.695445656200906,12.058781592871066
2,2,0.8272004127502441,0.26378077268600464,9.75713062032284,12.842960010538953,11.851530193580308
3,0,0.850632905960083,0.1629975438117981,9.654190291262136,12.516099999999998,9.052937126213592
3,1,0.8561520576477051,0.3825361430644989,15.443761112009053,17.223449469078798,12.36886482948117
3,2,0.8457878828048706,0.32220807671546936,8.36629151291513,11.05711978918934,9.666010783107833
4,0,0.8311812281608582,0.31541508436203003,13.15268411678154,14.438200795855117,11.65281334314257
4,1,0.8347306251525879,0.32125332951545715,8.096768595041326,10.577609850970193,9.847982314049588
4,2,0.8394010663032532,0.3694373667240143,9.780218508997432,12.265373341845848,10.16284680640696
5,0,0.8328976035118103,0.18301185965538025,8.640478774089416,11.875876652189003,10.390710186103494
5,1,0.8290311694145203,0.2109879106283188,6.248452681240661,9.516144504307135,12.392209678624814
5,2,0.847547709941864,0.34021303057670593,11.697545008183308,13.832899832352236,12.104182720741214
6,0,0.8224157691001892,0.21711046993732452,12.622403215998922,14.519705467964783,12.645511769475036
6,1,0.8235980272293091,0.31748470664024353,10.494000727863163,12.646456775912103,11.21892584474119
6,2,0.8318559527397156,0.3681694269180298,10.230192940201487,11.721600409001358,10.911217437132573
7,0,0.8367380499839783,0.4167226552963257,10.357450980392159,12.695044712117777,11.77401950814224
7,1,0.8435636758804321,0.3442676067352295,11.054093662057998,13.135675622150575,11.572125547534565
7,2,0.8344733715057373,0.2819746136665344,11.013256045347642,12.915724023768803,11.706672272809504
8,0,0.8198054432868958,0.26518771052360535,9.387861610323807,12.35450982670083,10.77711199693875
8,1,0.8555094599723816,0.26196524500846863,10.521020489199493,12.989450114220084,10.850000169419738
8,2,0.8356136679649353,0.20729705691337585,9.498206695778748,12.68835289967788,11.61069901018923
9,0,0.8369978666305542,0.2671373784542084,10.515612082670906,12.319762396917735,11.61998858951831
9,1,0.8245946168899536,0.18352960050106049,8.58160917838638,10.94414644899824,10.646781391561808
9,2,0.843190610408783,0.33552971482276917,10.175511207190809,12.275983493101005,10.97739064967573
10,0,0.8306130766868591,0.25270211696624756,11.332430460556317,12.661538673226463,11.3631739626083
10,1,0.8431808948516846,0.19953764975070953,11.58522220536933,13.195962601206936,12.294666884068961
10,2,0.8321163058280945,0.15365386009216309,12.070255102040822,13.540458340773792,12.004356632653062
11,0,0.8314332365989685,0.29158759117126465,9.503852355757118,11.45178706608629,11.045331947593851
11,1,0.8307538628578186,0.3641163110733032,9.894594541910333,12.516099999999998,12.518168771929824
11,2,0.8313211798667908,0.25545981526374817,8.071693779904312,11.331494565941377,9.884037570850204
12,0,0.7954222559928894,0.33214473724365234,12.057902719665275,13.328392162939544,15.32564309623431
12,1,0.8179597854614258,0.5025191903114319,11.809143530644317,13.6494047153753,12.128564614981666
12,2,0.830707848072052,0.34213829040527344,10.424083447332425,12.827911418992354,10.961282330141358
13,0,0.830737829208374,0.3095211386680603,11.693245614035089,13.901157680251561,11.288820467836256
13,1,0.8224905133247375,0.3485759198665619,11.869825755061402,13.581749320917972,12.249814304679722
13,2,0.821998119354248,0.2610493004322052,9.68236866359447,11.621088055163067,11.234328571428572
14,0,0.8411201238632202,0.2873043715953827,15.418527131782945,15.325698954073697,12.96045968992248
14,1,0.8472881317138672,0.36311042308807373,13.030411778237866,14.708789706363127,11.69919167241776
14,2,0.8347972631454468,0.21541903913021088,11.801003521126763,13.328392162939544,11.798138497652582
15,0,0.8391014933586121,0.3614468574523926,10.479634340222578,13.023866798666859,10.693524112347642
15,1,0.8495274186134338,0.4106791615486145,11.04096392800663,13.612179223205363,10.441398521475012
15,2,0.8638876080513,0.3881416320800781,13.128045368392556,14.620827843853998,11.77969890490087
16,0,0.8409600257873535,0.23378631472587585,12.193073593073596,14.026661615639835,12.63654227994228
16,1,0.841105043888092,0.2524331212043762,9.869494214876035,11.867921419390601,11.077229190082644
